SubjectId Activity variable mean
1 SITTING TimeGravityAccMeanZ 0.332043702765957
1 SITTING TimeGravityAccStDevX -0.968457145744681
1 SITTING TimeGravityAccStDevY -0.935517055957447
1 SITTING TimeGravityAccStDevZ -0.949040933191489
1 SITTING TimeBodyAccJerkMeanX 0.0774825199574468
1 SITTING TimeBodyAccJerkMeanY -0.000619102785106384
1 SITTING TimeBodyAccJerkMeanZ -0.00336779235021277
1 SITTING TimeBodyAccJerkStDevX -0.986430711276596
1 SITTING TimeBodyAccJerkStDevY -0.981371965319149
1 SITTING TimeBodyAccJerkStDevZ -0.987910804468085
1 SITTING TimeBodyGyroMeanX -0.045350056512766
1 SITTING TimeBodyGyroMeanY -0.0919241549361702
1 SITTING TimeBodyGyroMeanZ 0.0629313811914894
1 SITTING TimeBodyGyroStDevX -0.977211283191489
1 SITTING TimeBodyGyroStDevY -0.966473895319149
1 SITTING TimeBodyGyroStDevZ -0.941425920851064
1 SITTING TimeBodyGyroJerkMeanX -0.0936793807234043
1 SITTING TimeBodyGyroJerkMeanY -0.0402118124255319
1 SITTING TimeBodyGyroJerkMeanZ -0.046702627
1 SITTING TimeBodyGyroJerkStDevX -0.99173159212766
1 SITTING TimeBodyGyroJerkStDevY -0.989518068510638
1 SITTING TimeBodyGyroJerkStDevZ -0.987935806382979
1 SITTING TimeBodyAccMagMean -0.948536786170213
1 SITTING TimeBodyAccMagStDev -0.927078418723404
1 SITTING TimeGravityAccMagMean -0.948536786170213
1 SITTING TimeGravityAccMagStDev -0.927078418723404
1 SITTING TimeBodyAccJerkMagMean -0.987364195531915
1 SITTING TimeBodyAccJerkMagStDev -0.984120024042553
1 SITTING TimeBodyGyroMagMean -0.93089249
1 SITTING TimeBodyGyroMagStDev -0.934531840425532
1 SITTING TimeBodyGyroJerkMagMean -0.991976341276596
1 SITTING TimeBodyGyroJerkMagStDev -0.988308728510638
1 SITTING FreqBodyAccMeanX -0.979641238723404
1 SITTING FreqBodyAccMeanY -0.944084550425532
1 SITTING FreqBodyAccMeanZ -0.959184889148936
1 SITTING FreqBodyAccStDevX -0.976412313191489
1 SITTING FreqBodyAccStDevY -0.917275006382979
1 SITTING FreqBodyAccStDevZ -0.934469558085106
1 SITTING FreqBodyAccMeanFreqX -0.0495135975489362
1 SITTING FreqBodyAccMeanFreqY 0.0759460768510638
1 SITTING FreqBodyAccMeanFreqZ 0.238829870148936
1 SITTING FreqBodyAccJerkMeanX -0.986597022553191
1 SITTING FreqBodyAccJerkMeanY -0.981579467021277
1 SITTING FreqBodyAccJerkMeanZ -0.986053092340425
1 SITTING FreqBodyAccJerkStDevX -0.987492994468085
1 SITTING FreqBodyAccJerkStDevY -0.982513909574468
1 SITTING FreqBodyAccJerkStDevZ -0.988339184893617
1 SITTING FreqBodyAccJerkMeanFreqX 0.256610823568085
1 SITTING FreqBodyAccJerkMeanFreqY 0.0475437839595745
1 SITTING FreqBodyAccJerkMeanFreqZ 0.0923920032553192
1 SITTING FreqBodyGyroMeanX -0.976161464042553
1 SITTING FreqBodyGyroMeanY -0.975838585319149
1 SITTING FreqBodyGyroMeanZ -0.951315544468085
1 SITTING FreqBodyGyroStDevX -0.977904227021277
1 SITTING FreqBodyGyroStDevY -0.962345042553192
1 SITTING FreqBodyGyroStDevZ -0.94391784106383
1 SITTING FreqBodyGyroMeanFreqX 0.189153021260851
1 SITTING FreqBodyGyroMeanFreqY 0.0631270669787234
1 SITTING FreqBodyGyroMeanFreqZ -0.0297839207446809
1 SITTING FreqBodyAccMagMean -0.947782922553192
1 SITTING FreqBodyAccMagStDev -0.928444801702128
1 SITTING FreqBodyAccMagMeanFreq 0.236655011680851
1 SITTING FreqBodyBodyAccJerkMagMean -0.985262126808511
1 SITTING FreqBodyBodyAccJerkMagStDev -0.981606177446808
1 SITTING FreqBodyBodyAccJerkMagMeanFreq 0.351852201957447
1 SITTING FreqBodyBodyGyroMagMean -0.958435589361702
1 SITTING FreqBodyBodyGyroMagStDev -0.932198374893617
1 SITTING FreqBodyBodyGyroMagMeanFreq -0.000262186717021277
1 SITTING FreqBodyBodyGyroJerkMagMean -0.989797547234043
1 SITTING FreqBodyBodyGyroJerkMagStDev -0.987049617234043
1 SITTING FreqBodyBodyGyroJerkMagMeanFreq 0.184775928085106
1 SITTING AngletBodyAccMeanGravity 0.0274415479191489
1 SITTING AngletBodyAccJerkMeanGravityMean 0.0297097878297872
1 SITTING AngletBodyGyroMeanGravityMean 0.0676981338723404
1 SITTING AngletBodyGyroJerkMeanGravityMean -0.064881619087234
1 SITTING AngleXGravityMean -0.591247480212766
1 SITTING AngleYGravityMean -0.0604660253808511
1 SITTING AngleZGravityMean -0.218017225106383
1 STANDING TimeBodyAccMeanX 0.278917629056604
1 STANDING TimeBodyAccMeanY -0.0161375901037736
1 STANDING TimeBodyAccMeanZ -0.110601817735849
1 STANDING TimeBodyAccStDevX -0.995759901509434
1 STANDING TimeBodyAccStDevY -0.973190056415094
1 STANDING TimeBodyAccStDevZ -0.979775876981132
1 STANDING TimeGravityAccMeanX 0.942952000377358
1 STANDING TimeGravityAccMeanY -0.272983832264151
1 STANDING TimeGravityAccMeanZ 0.0134905823226415
1 STANDING TimeGravityAccStDevX -0.99376298509434
1 STANDING TimeGravityAccStDevY -0.981225957924528
1 STANDING TimeGravityAccStDevZ -0.976324063584906
1 STANDING TimeBodyAccJerkMeanX 0.0753766542264151
1 STANDING TimeBodyAccJerkMeanY 0.00797573092830189
1 STANDING TimeBodyAccJerkMeanZ -0.00368524954709434
1 STANDING TimeBodyAccJerkStDevX -0.994604542264151
1 STANDING TimeBodyAccJerkStDevY -0.98564873245283
1 STANDING TimeBodyAccJerkStDevZ -0.992251177358491
1 STANDING TimeBodyGyroMeanX -0.0239877347979245
1 STANDING TimeBodyGyroMeanY -0.0593972209811321
1 STANDING TimeBodyGyroMeanZ 0.074800751
1 STANDING TimeBodyGyroStDevX -0.987191946603774
1 STANDING TimeBodyGyroStDevY -0.98773444
1 STANDING TimeBodyGyroStDevZ -0.980645626981132
1 STANDING TimeBodyGyroJerkMeanX -0.0996092129056604
1 STANDING TimeBodyGyroJerkMeanY -0.0440627877924528
1 STANDING TimeBodyGyroJerkMeanZ -0.0489505466716981
1 STANDING TimeBodyGyroJerkStDevX -0.992945106981132
1 STANDING TimeBodyGyroJerkStDevY -0.995137917358491
1 STANDING TimeBodyGyroJerkStDevZ -0.992108467169811
1 STANDING TimeBodyAccMagMean -0.984278207358491
1 STANDING TimeBodyAccMagStDev -0.981942928867925
1 STANDING TimeGravityAccMagMean -0.984278207358491
1 STANDING TimeGravityAccMagStDev -0.981942928867925
1 STANDING TimeBodyAccJerkMagMean -0.992367790566038
1 STANDING TimeBodyAccJerkMagStDev -0.993096209433962
1 STANDING TimeBodyGyroMagMean -0.976493792830189
1 STANDING TimeBodyGyroMagStDev -0.978690028679245
1 STANDING TimeBodyGyroJerkMagMean -0.994966790566038
1 STANDING TimeBodyGyroJerkMagStDev -0.994733238679245
1 STANDING FreqBodyAccMeanX -0.995249932641509
1 STANDING FreqBodyAccMeanY -0.977070847735849
1 STANDING FreqBodyAccMeanZ -0.985297098679245
1 STANDING FreqBodyAccStDevX -0.99602834509434
1 STANDING FreqBodyAccStDevY -0.972293102075472
1 STANDING FreqBodyAccStDevZ -0.977937259622642
1 STANDING FreqBodyAccMeanFreqX 0.0865153619088679
1 STANDING FreqBodyAccMeanFreqY 0.117478948718868
1 STANDING FreqBodyAccMeanFreqZ 0.244858585792453
1 STANDING FreqBodyAccJerkMeanX -0.994630797358491
1 STANDING FreqBodyAccJerkMeanY -0.985418704528302
1 STANDING FreqBodyAccJerkMeanZ -0.990752166037736
1 STANDING FreqBodyAccJerkStDevX -0.995073759245283
1 STANDING FreqBodyAccJerkStDevY -0.987018226792453
1 STANDING FreqBodyAccJerkStDevZ -0.992349818113208
1 STANDING FreqBodyAccJerkMeanFreqX 0.314182940150943
1 STANDING FreqBodyAccJerkMeanFreqY 0.0391618954943396
1 STANDING FreqBodyAccJerkMeanFreqZ 0.138581478749057
1 STANDING FreqBodyGyroMeanX -0.986386786037736
1 STANDING FreqBodyGyroMeanY -0.988984455849057
1 STANDING FreqBodyGyroMeanZ -0.980773122830189
1 STANDING FreqBodyGyroStDevX -0.987497128679245
1 STANDING FreqBodyGyroStDevY -0.987107727735849
1 STANDING FreqBodyGyroStDevZ -0.98234533
1 STANDING FreqBodyGyroMeanFreqX -0.120293020603774
1 STANDING FreqBodyGyroMeanFreqY -0.0447191978169811
1 STANDING FreqBodyGyroMeanFreqZ 0.100607635139623
1 STANDING FreqBodyAccMagMean -0.985356361132075
1 STANDING FreqBodyAccMagStDev -0.982313804716981
1 STANDING FreqBodyAccMagMeanFreq 0.284555290773585
1 STANDING FreqBodyBodyAccJerkMagMean -0.99254247754717
1 STANDING FreqBodyBodyAccJerkMagStDev -0.992536003396226
1 STANDING FreqBodyBodyAccJerkMagMeanFreq 0.422220102264151
1 STANDING FreqBodyBodyGyroMagMean -0.984617623396226
1 STANDING FreqBodyBodyGyroMagStDev -0.978466072075472
1 STANDING FreqBodyBodyGyroMagMeanFreq -0.0286057725328302
1 STANDING FreqBodyBodyGyroJerkMagMean -0.994815376981132
1 STANDING FreqBodyBodyGyroJerkMagStDev -0.994671123207547
1 STANDING FreqBodyBodyGyroJerkMagMeanFreq 0.334498734301887
1 STANDING AngletBodyAccMeanGravity -0.000222340747169812
1 STANDING AngletBodyAccJerkMeanGravityMean 0.021963782690566
1 STANDING AngletBodyGyroMeanGravityMean -0.0337938382037736
1 STANDING AngletBodyGyroJerkMeanGravityMean -0.0279229321962264
1 STANDING AngleXGravityMean -0.743407887924528
1 STANDING AngleYGravityMean 0.270175032830189
1 STANDING AngleZGravityMean 0.0122528503773585
1 WALKING TimeBodyAccMeanX 0.277330758736842
1 WALKING TimeBodyAccMeanY -0.0173838185273684
1 WALKING TimeBodyAccMeanZ -0.111148103547368
1 WALKING TimeBodyAccStDevX -0.283740258842105
1 WALKING TimeBodyAccStDevY 0.114461336747368
1 WALKING TimeBodyAccStDevZ -0.260027902210526
1 WALKING TimeGravityAccMeanX 0.935223201473684
1 WALKING TimeGravityAccMeanY -0.282165021263158
1 WALKING TimeGravityAccMeanZ -0.068102864
1 WALKING TimeGravityAccStDevX -0.976609642526316
1 WALKING TimeGravityAccStDevY -0.971305961473684
1 WALKING TimeGravityAccStDevZ -0.947717226105263
1 WALKING TimeBodyAccJerkMeanX 0.0740416333157895
1 WALKING TimeBodyAccJerkMeanY 0.0282721095884211
1 WALKING TimeBodyAccJerkMeanZ -0.00416840617789474
1 WALKING TimeBodyAccJerkStDevX -0.113615602435789
1 WALKING TimeBodyAccJerkStDevY 0.0670025007684211
1 WALKING TimeBodyAccJerkStDevZ -0.502699788526316
1 WALKING TimeBodyGyroMeanX -0.041830963526
1 WALKING TimeBodyGyroMeanY -0.0695300462115789
1 WALKING TimeBodyGyroMeanZ 0.0849448173042105
1 WALKING TimeBodyGyroStDevX -0.473535485894737
1 WALKING TimeBodyGyroStDevY -0.0546077686594737
1 WALKING TimeBodyGyroStDevZ -0.344266629473684
1 WALKING TimeBodyGyroJerkMeanX -0.0899975423705263
1 WALKING TimeBodyGyroJerkMeanY -0.0398428709463158
1 WALKING TimeBodyGyroJerkMeanZ -0.0461309295021053
1 WALKING TimeBodyGyroJerkStDevX -0.207421854757895
1 WALKING TimeBodyGyroJerkStDevY -0.304468510631579
1 WALKING TimeBodyGyroJerkStDevZ -0.404255452631579
1 WALKING TimeBodyAccMagMean -0.136971176556842
1 WALKING TimeBodyAccMagStDev -0.219688645631579
1 WALKING TimeGravityAccMagMean -0.136971176556842
1 WALKING TimeGravityAccMagStDev -0.219688645631579
1 WALKING TimeBodyAccJerkMagMean -0.141428809031579
1 WALKING TimeBodyAccJerkMagStDev -0.0744717500625263
1 WALKING TimeBodyGyroMagMean -0.160979552536842
1 WALKING TimeBodyGyroMagStDev -0.186978364526316
1 WALKING TimeBodyGyroJerkMagMean -0.298703679084211
1 WALKING TimeBodyGyroJerkMagStDev -0.325324878894737
1 WALKING FreqBodyAccMeanX -0.202794306326316
1 WALKING FreqBodyAccMeanY 0.0897127264021053
1 WALKING FreqBodyAccMeanZ -0.331560117789474
1 WALKING FreqBodyAccStDevX -0.319134719578947
1 WALKING FreqBodyAccStDevY 0.056040006846
1 WALKING FreqBodyAccStDevZ -0.279686751494737
1 WALKING FreqBodyAccMeanFreqX -0.207548374494737
1 WALKING FreqBodyAccMeanFreqY 0.113093646103158
1 WALKING FreqBodyAccMeanFreqZ 0.0497265196172632
1 WALKING FreqBodyAccJerkMeanX -0.170546964549579
1 WALKING FreqBodyAccJerkMeanY -0.0352255241130632
1 WALKING FreqBodyAccJerkMeanZ -0.468999224631579
1 WALKING FreqBodyAccJerkStDevX -0.133586606326316
1 WALKING FreqBodyAccJerkStDevY 0.106739857136
1 WALKING FreqBodyAccJerkStDevZ -0.534713440421053
1 WALKING FreqBodyAccJerkMeanFreqX -0.209261973376842
1 WALKING FreqBodyAccJerkMeanFreqY -0.386237143210526
1 WALKING FreqBodyAccJerkMeanFreqZ -0.185530281244211
1 WALKING FreqBodyGyroMeanX -0.339032197115789
1 WALKING FreqBodyGyroMeanY -0.103059416434737
1 WALKING FreqBodyGyroMeanZ -0.255940940315789
1 WALKING FreqBodyGyroStDevX -0.516691938736842
1 WALKING FreqBodyGyroStDevY -0.0335081597884211
1 WALKING FreqBodyGyroStDevZ -0.436562227473684
1 WALKING FreqBodyGyroMeanFreqX 0.0147844986621053
1 WALKING FreqBodyGyroMeanFreqY -0.0657746190010526
1 WALKING FreqBodyGyroMeanFreqZ 0.00077332156431579
1 WALKING FreqBodyAccMagMean -0.128623450629474
1 WALKING FreqBodyAccMagStDev -0.398032586842105
1 WALKING FreqBodyAccMagMeanFreq 0.1906437244
1 WALKING FreqBodyBodyAccJerkMagMean -0.0571194000343158
1 WALKING FreqBodyBodyAccJerkMagStDev -0.103492403002105
1 WALKING FreqBodyBodyAccJerkMagMeanFreq 0.0938221807027368
1 WALKING FreqBodyBodyGyroMagMean -0.199252568986316
1 WALKING FreqBodyBodyGyroMagStDev -0.321017953894737
1 WALKING FreqBodyBodyGyroMagMeanFreq 0.268844367525895
1 WALKING FreqBodyBodyGyroJerkMagMean -0.319308593778947
1 WALKING FreqBodyBodyGyroJerkMagStDev -0.381601911789474
1 WALKING FreqBodyBodyGyroJerkMagMeanFreq 0.190663448793684
1 WALKING AngletBodyAccMeanGravity 0.0604537474147368
1 WALKING AngletBodyAccJerkMeanGravityMean -0.00793037848421052
1 WALKING AngletBodyGyroMeanGravityMean 0.0130594907157895
1 WALKING AngletBodyGyroJerkMeanGravityMean -0.0187431910452632
1 WALKING AngleXGravityMean -0.729247201052632
1 WALKING AngleYGravityMean 0.276953023473684
1 WALKING AngleZGravityMean 0.0688589119894737
1 WALKING_DOWNSTAIRS TimeBodyAccMeanX 0.289188320408163
1 WALKING_DOWNSTAIRS TimeBodyAccMeanY -0.00991850461020408
1 WALKING_DOWNSTAIRS TimeBodyAccMeanZ -0.107566190908163
1 WALKING_DOWNSTAIRS TimeBodyAccStDevX 0.0300353383483878
1 WALKING_DOWNSTAIRS TimeBodyAccStDevY -0.0319359434489796
1 WALKING_DOWNSTAIRS TimeBodyAccStDevZ -0.230434213204082
1 WALKING_DOWNSTAIRS TimeGravityAccMeanX 0.931874418979592
1 WALKING_DOWNSTAIRS TimeGravityAccMeanY -0.266610338979592
1 WALKING_DOWNSTAIRS TimeGravityAccMeanZ -0.0621199585938775
1 WALKING_DOWNSTAIRS TimeGravityAccStDevX -0.950559811632653
1 WALKING_DOWNSTAIRS TimeGravityAccStDevY -0.937018658979592
1 WALKING_DOWNSTAIRS TimeGravityAccStDevZ -0.895939695102041
1 WALKING_DOWNSTAIRS TimeBodyAccJerkMeanX 0.0541553164897959
1 WALKING_DOWNSTAIRS TimeBodyAccJerkMeanY 0.0296504490408163
1 WALKING_DOWNSTAIRS TimeBodyAccJerkMeanZ -0.0109719730183673
1 WALKING_DOWNSTAIRS TimeBodyAccJerkStDevX -0.012283860544898
1 WALKING_DOWNSTAIRS TimeBodyAccJerkStDevY -0.101601390640816
1 WALKING_DOWNSTAIRS TimeBodyAccJerkStDevZ -0.345735032326531
1 WALKING_DOWNSTAIRS TimeBodyGyroMeanX -0.0350781902989796
1 WALKING_DOWNSTAIRS TimeBodyGyroMeanY -0.0909371290204082
1 WALKING_DOWNSTAIRS TimeBodyGyroMeanZ 0.0900850142030612
1 WALKING_DOWNSTAIRS TimeBodyGyroStDevX -0.458030542938775
1 WALKING_DOWNSTAIRS TimeBodyGyroStDevY -0.126349194938775
1 WALKING_DOWNSTAIRS TimeBodyGyroStDevZ -0.124702454242857
1 WALKING_DOWNSTAIRS TimeBodyGyroJerkMeanX -0.0739592036271429
1 WALKING_DOWNSTAIRS TimeBodyGyroJerkMeanY -0.0439902783367347
1 WALKING_DOWNSTAIRS TimeBodyGyroJerkMeanZ -0.0270461061061224
1 WALKING_DOWNSTAIRS TimeBodyGyroJerkStDevX -0.487027342244898
1 WALKING_DOWNSTAIRS TimeBodyGyroJerkStDevY -0.238824827530612
1 WALKING_DOWNSTAIRS TimeBodyGyroJerkStDevZ -0.268761480242857
1 WALKING_DOWNSTAIRS TimeBodyAccMagMean 0.0271882914106122
1 WALKING_DOWNSTAIRS TimeBodyAccMagStDev 0.0198843506265306
1 WALKING_DOWNSTAIRS TimeGravityAccMagMean 0.0271882914106122
1 WALKING_DOWNSTAIRS TimeGravityAccMagStDev 0.0198843506265306
1 WALKING_DOWNSTAIRS TimeBodyAccJerkMagMean -0.0894474807979592
1 WALKING_DOWNSTAIRS TimeBodyAccJerkMagStDev -0.0257877197081633
1 WALKING_DOWNSTAIRS TimeBodyGyroMagMean -0.0757412543673469
1 WALKING_DOWNSTAIRS TimeBodyGyroMagStDev -0.225724368061224
1 WALKING_DOWNSTAIRS TimeBodyGyroJerkMagMean -0.295463843346939
1 WALKING_DOWNSTAIRS TimeBodyGyroJerkMagStDev -0.306510645530612
1 WALKING_DOWNSTAIRS FreqBodyAccMeanX 0.0382291831510204
1 WALKING_DOWNSTAIRS FreqBodyAccMeanY 0.00154990783591837
1 WALKING_DOWNSTAIRS FreqBodyAccMeanZ -0.225574471693878
1 WALKING_DOWNSTAIRS FreqBodyAccStDevX 0.0243308391387755
1 WALKING_DOWNSTAIRS FreqBodyAccStDevY -0.112963739953061
1 WALKING_DOWNSTAIRS FreqBodyAccStDevZ -0.297927894693878
1 WALKING_DOWNSTAIRS FreqBodyAccMeanFreqX -0.307395198687755
1 WALKING_DOWNSTAIRS FreqBodyAccMeanFreqY 0.0632200839346939
1 WALKING_DOWNSTAIRS FreqBodyAccMeanFreqZ 0.294322700810612
1 WALKING_DOWNSTAIRS FreqBodyAccJerkMeanX -0.0276638676122449
1 WALKING_DOWNSTAIRS FreqBodyAccJerkMeanY -0.12866715764898
1 WALKING_DOWNSTAIRS FreqBodyAccJerkMeanZ -0.288334735714286
1 WALKING_DOWNSTAIRS FreqBodyAccJerkStDevX -0.0863278966402041
1 WALKING_DOWNSTAIRS FreqBodyAccJerkStDevY -0.134580008877551
1 WALKING_DOWNSTAIRS FreqBodyAccJerkStDevZ -0.401721464285714
1 WALKING_DOWNSTAIRS FreqBodyAccJerkMeanFreqX -0.253164344918367
1 WALKING_DOWNSTAIRS FreqBodyAccJerkMeanFreqY -0.33758970122449
1 WALKING_DOWNSTAIRS FreqBodyAccJerkMeanFreqZ 0.00937223889183673
1 WALKING_DOWNSTAIRS FreqBodyGyroMeanX -0.352449631363265
1 WALKING_DOWNSTAIRS FreqBodyGyroMeanY -0.0557022524693878
1 WALKING_DOWNSTAIRS FreqBodyGyroMeanZ -0.0318694271979592
1 WALKING_DOWNSTAIRS FreqBodyGyroStDevX -0.495422486102041
1 WALKING_DOWNSTAIRS FreqBodyGyroStDevY -0.181414728657143
1 WALKING_DOWNSTAIRS FreqBodyGyroStDevZ -0.238443565306122
1 WALKING_DOWNSTAIRS FreqBodyGyroMeanFreqX -0.100453729040816
1 WALKING_DOWNSTAIRS FreqBodyGyroMeanFreqY 0.0825511487183673
1 WALKING_DOWNSTAIRS FreqBodyGyroMeanFreqZ -0.0756762067714286
1 WALKING_DOWNSTAIRS FreqBodyAccMagMean 0.0965845343040816
1 WALKING_DOWNSTAIRS FreqBodyAccMagStDev -0.186530301073469
1 WALKING_DOWNSTAIRS FreqBodyAccMagMeanFreq 0.119187142767959
1 WALKING_DOWNSTAIRS FreqBodyBodyAccJerkMagMean 0.0262184949326531
1 WALKING_DOWNSTAIRS FreqBodyBodyAccJerkMagStDev -0.104052260726531
1 WALKING_DOWNSTAIRS FreqBodyBodyAccJerkMagMeanFreq 0.0764915474326531
1 WALKING_DOWNSTAIRS FreqBodyBodyGyroMagMean -0.185720285744898
1 WALKING_DOWNSTAIRS FreqBodyBodyGyroMagStDev -0.398350390122449
1 WALKING_DOWNSTAIRS FreqBodyBodyGyroMagMeanFreq 0.349613895469388
1 WALKING_DOWNSTAIRS FreqBodyBodyGyroJerkMagMean -0.281963359177551
1 WALKING_DOWNSTAIRS FreqBodyBodyGyroJerkMagStDev -0.391919876612245
1 WALKING_DOWNSTAIRS FreqBodyBodyGyroJerkMagMeanFreq 0.190000706165102
1 WALKING_DOWNSTAIRS AngletBodyAccMeanGravity -0.00269512515918367
1 WALKING_DOWNSTAIRS AngletBodyAccJerkMeanGravityMean 0.0899316865510204
1 WALKING_DOWNSTAIRS AngletBodyGyroMeanGravityMean 0.0633382849183673
1 WALKING_DOWNSTAIRS AngletBodyGyroJerkMeanGravityMean -0.0399768458163265
1 WALKING_DOWNSTAIRS AngleXGravityMean -0.744483753469388
1 WALKING_DOWNSTAIRS AngleYGravityMean 0.267245784693878
1 WALKING_DOWNSTAIRS AngleZGravityMean 0.0650047072244898
1 WALKING_UPSTAIRS TimeBodyAccMeanX 0.255461689622641
1 WALKING_UPSTAIRS TimeBodyAccMeanY -0.0239531492643396
1 WALKING_UPSTAIRS TimeBodyAccMeanZ -0.0973020020943396
1 WALKING_UPSTAIRS TimeBodyAccStDevX -0.35470802509434
1 WALKING_UPSTAIRS TimeBodyAccStDevY -0.00232026501698113
1 WALKING_UPSTAIRS TimeBodyAccStDevZ -0.0194792388471698
